new_filename,source_filename,original_path,compressed_path,media_type,capture_datetime_if_reliable,estimated_datetime,gps_lat,gps_lon,period,confidence,ordering_basis,relative_path,manual_filename_hint
A_016.m4v,c0c33be8-e842-4744-95b6-b45370e081e3.m4v,/Users/Daniel/Downloads/Foto di iCloud/c0c33be8-e842-4744-95b6-b45370e081e3.mp4,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/c0c33be8-e842-4744-95b6-b45370e081e3.m4v,video,,,,,A,user-assigned,user-provided filename hint: 30_SET.m4v,A/A_016.m4v,30_SET.m4v
A_017.jpg,IMG_8992.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_8992.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_8992.jpg,image,2025-10-02T22:35:58,,43.663795,-79.417763,A,high,embedded EXIF capture date; GPS present,A/A_017.jpg,
A_018.jpg,IMG_3860.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_3860.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_3860.jpg,image,2025-10-03T09:17:07,,43.637019,-79.415711,A,high,embedded EXIF capture date; GPS present,A/A_018.jpg,
A_019.jpg,IMG_9021.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_9021.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9021.jpg,image,2025-10-03T12:56:14,,43.088969,-79.073181,A,high,embedded EXIF capture date; GPS present,A/A_019.jpg,
A_020.jpg,IMG_3900.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_3900.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_3900.jpg,image,2025-10-03T14:16:52,,43.078194,-79.078919,A,high,embedded EXIF capture date; GPS present,A/A_020.jpg,
A_021.jpg,IMG_9064.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_9064.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9064.jpg,image,2025-10-03T16:22:25,,43.080403,-79.077828,A,high,embedded EXIF capture date; GPS present,A/A_021.jpg,
A_022.m4v,efcafc60-d15c-4bab-9ddc-e8e2ec1c1303.m4v,/Users/Daniel/Downloads/Foto di iCloud/efcafc60-d15c-4bab-9ddc-e8e2ec1c1303.mp4,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/efcafc60-d15c-4bab-9ddc-e8e2ec1c1303.m4v,video,,,,,A,user-assigned,user-provided filename hint: 5_OTT.m4v,A/A_022.m4v,5_OTT.m4v
A_023.m4v,IMG_9368.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_9368.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9368.m4v,video,2025-10-07T01:39:36,,43.6514,-79.3575,A,high,embedded QuickTime creation date; GPS present,A/A_023.m4v,
A_024.m4v,IMG_9441.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_9441.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9441.m4v,video,2025-10-11T23:42:07,,43.6514,-79.3574,A,high,embedded QuickTime creation date; GPS present,A/A_024.m4v,
A_025.jpg,IMG_9490.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_9490.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9490.jpg,image,2025-10-16T01:21:45,,43.651363,-79.357405,A,high,embedded EXIF capture date; GPS present,A/A_025.jpg,
A_026.jpg,IMG_9510.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_9510.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9510.jpg,image,2025-10-17T04:07:43,,43.651403,-79.357475,A,high,embedded EXIF capture date; GPS present,A/A_026.jpg,
A_027.jpg,IMG_9569.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_9569.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9569.jpg,image,2025-10-21T07:26:42,,43.651355,-79.357437,A,high,embedded EXIF capture date; GPS present,A/A_027.jpg,
A_028.jpg,IMG_4981.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_4981.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_4981.jpg,image,2025-10-24T15:08:34,,43.651386,-79.357522,A,high,embedded EXIF capture date; GPS present,A/A_028.jpg,
A_029.jpg,IMG_9707.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_9707.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9707.jpg,image,2025-10-25T07:31:37,,43.63168,-79.394447,A,high,embedded EXIF capture date; GPS present,A/A_029.jpg,
A_030.jpg,IMG_9759.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_9759.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9759.jpg,image,2025-10-25T14:02:55,,41.889113,-87.626817,A,high,embedded EXIF capture date; GPS present,A/A_030.jpg,
A_031.jpg,IMG_5074.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_5074.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_5074.jpg,image,2025-10-25T14:50:28,,41.882753,-87.623269,A,high,embedded EXIF capture date; GPS present,A/A_031.jpg,
A_032.jpg,IMG_5147.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_5147.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_5147.jpg,image,2025-10-25T17:48:12,,41.887608,-87.626847,A,high,embedded EXIF capture date; GPS present,A/A_032.jpg,
A_033.jpg,IMG_9873.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_9873.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_9873.jpg,image,2025-10-27T10:32:47,,41.894467,-87.624488,A,high,embedded EXIF capture date; GPS present,A/A_033.jpg,
A_034.jpg,IMG_5249.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_5249.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_5249.jpg,image,2025-10-27T12:03:14,,41.890717,-87.611831,A,high,embedded EXIF capture date; GPS present,A/A_034.jpg,
A_035.jpg,IMG_0085.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_0085.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0085.jpg,image,2025-10-28T10:42:38,,41.90007,-87.621217,A,high,embedded EXIF capture date; GPS present,A/A_035.jpg,
A_036.jpg,IMG_0170.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_0170.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0170.jpg,image,2025-10-29T17:40:41,,43.633678,-79.379708,A,high,embedded EXIF capture date; GPS present,A/A_036.jpg,
A_037.jpg,IMG_5479.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_5479.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_5479.jpg,image,2025-10-29T17:55:29,,43.631194,-79.357108,A,high,embedded EXIF capture date; GPS present,A/A_037.jpg,
A_038.jpg,IMG_5500.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_5500.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_5500.jpg,image,2025-10-29T18:01:31,,43.6315,-79.356956,A,high,embedded EXIF capture date; GPS present,A/A_038.jpg,
A_039.m4v,IMG_0203.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_0203.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0203.m4v,video,2025-10-29T18:33:54,,43.6315,-79.3572,A,high,embedded QuickTime creation date; GPS present,A/A_039.m4v,
A_040.m4v,5224966a-884a-4ba0-935c-79dac1476dbb.m4v,/Users/Daniel/Downloads/Foto di iCloud/5224966a-884a-4ba0-935c-79dac1476dbb.mp4,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/5224966a-884a-4ba0-935c-79dac1476dbb.m4v,video,,,,,A,user-assigned,user-provided filename hint: 31_OTT.m4v,A/A_040.m4v,31_OTT.m4v
A_041.m4v,6b3da7c9-e40a-46e8-bf59-02618f61134b.m4v,/Users/Daniel/Downloads/Foto di iCloud/6b3da7c9-e40a-46e8-bf59-02618f61134b.mp4,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/6b3da7c9-e40a-46e8-bf59-02618f61134b.m4v,video,,,,,A,user-assigned,user-provided filename hint: 1_NOV.m4v,A/A_041.m4v,1_NOV.m4v
A_042.jpg,IMG_0450.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_0450.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0450.jpg,image,2025-11-03T17:59:35,,43.6399,-79.380333,A,high,embedded EXIF capture date; GPS present,A/A_042.jpg,
A_043.jpg,IMG_0476.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_0476.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0476.jpg,image,2025-11-04T18:27:33,,43.644867,-79.379745,A,high,embedded EXIF capture date; GPS present,A/A_043.jpg,
A_044.m4v,IMG_0557.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_0557.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0557.m4v,video,2025-11-09T23:13:48,,43.642,-79.3816,A,high,embedded QuickTime creation date; GPS present,A/A_044.m4v,
A_045.jpg,IMG_0614.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_0614.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0614.jpg,image,2025-11-10T18:44:57,,43.642483,-79.385912,A,high,embedded EXIF capture date; GPS present,A/A_045.jpg,
A_046.jpg,IMG_0678.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_0678.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0678.jpg,image,2025-11-12T17:04:57,,43.641903,-79.3814,A,high,embedded EXIF capture date; GPS present,A/A_046.jpg,
A_047.m4v,IMG_0685.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_0685.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0685.m4v,video,2025-11-12T17:05:11,,43.6419,-79.3814,A,high,embedded QuickTime creation date; GPS present,A/A_047.m4v,
A_048.jpg,49bf9ee5-d1c6-4d29-83ee-f49bfcdde826.jpg,/Users/Daniel/Downloads/Foto di iCloud/49bf9ee5-d1c6-4d29-83ee-f49bfcdde826.JPEG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/49bf9ee5-d1c6-4d29-83ee-f49bfcdde826.jpg,image,,,,,A,user-assigned,user-provided filename hint: 15_NOV.jpg,A/A_048.jpg,15_NOV.jpg
A_049.jpg,40c12620-4ab0-4b2b-a9f2-42f5abd7dfde.jpg,/Users/Daniel/Downloads/Foto di iCloud/40c12620-4ab0-4b2b-a9f2-42f5abd7dfde.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/40c12620-4ab0-4b2b-a9f2-42f5abd7dfde.jpg,image,,,,,A,user-assigned,user-provided filename hint: 20_NOV.jpg,A/A_049.jpg,20_NOV.jpg
A_050.jpg,IMG_0911.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_0911.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0911.jpg,image,2025-11-20T19:28:55,,43.643153,-79.378738,A,high,embedded EXIF capture date; GPS present,A/A_050.jpg,
A_051.jpg,IMG_0920.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_0920.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0920.jpg,image,2025-11-20T19:48:29,,43.64325,-79.378892,A,high,embedded EXIF capture date; GPS present,A/A_051.jpg,
A_052.m4v,IMG_0983.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_0983.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_0983.m4v,video,2025-11-20T21:40:53,,43.6432,-79.3789,A,high,embedded QuickTime creation date; GPS present,A/A_052.m4v,
A_053.jpg,IMG_1306.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_1306.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_1306.jpg,image,2025-11-23T18:26:04,,43.642045,-79.381583,A,high,embedded EXIF capture date; GPS present,A/A_053.jpg,
A_054.jpg,ca045549-ea8d-4742-96f1-812abe927de5.jpg,/Users/Daniel/Downloads/Foto di iCloud/ca045549-ea8d-4742-96f1-812abe927de5.jpg,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/ca045549-ea8d-4742-96f1-812abe927de5.jpg,image,,,,,A,user-assigned,user-provided filename hint: 26_NOV.jpg,A/A_054.jpg,26_NOV.jpg
A_055.jpg,IMG_1402.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_1402.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_1402.jpg,image,2025-11-26T20:53:27,,43.6502,-79.376038,A,high,embedded EXIF capture date; GPS present,A/A_055.jpg,
A_056.m4v,c87c6d6f-0964-4b4d-8d5b-7b27f04c3be6.m4v,/Users/Daniel/Downloads/Foto di iCloud/c87c6d6f-0964-4b4d-8d5b-7b27f04c3be6.mp4,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/c87c6d6f-0964-4b4d-8d5b-7b27f04c3be6.m4v,video,,,,,A,user-assigned,user-provided filename hint: 10_DIC.m4v,A/A_056.m4v,10_DIC.m4v
A_057.jpg,IMG_6749.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_6749.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_6749.jpg,image,2025-12-11T17:43:47,,43.649692,-79.378381,A,medium,embedded EXIF capture date; GPS present,A/A_057.jpg,
A_058.m4v,IMG_1859.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_1859.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_1859.m4v,video,2025-12-15T20:50:51,,43.642,-79.3816,A,high,embedded QuickTime creation date; GPS present,A/A_058.m4v,
A_059.m4v,IMG_1864.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_1864.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_1864.m4v,video,2025-12-16T01:02:11,,43.642,-79.3815,A,high,embedded QuickTime creation date; GPS present,A/A_059.m4v,
A_060.jpg,IMG_1912.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_1912.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_1912.jpg,image,2025-12-18T13:42:10,,43.64865,-79.371545,A,high,embedded EXIF capture date; GPS present,A/A_060.jpg,
A_061.m4v,3a295c32-6d50-4579-a704-5c29ddf9df57.m4v,/Users/Daniel/Downloads/Foto di iCloud/3a295c32-6d50-4579-a704-5c29ddf9df57.mp4,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/3a295c32-6d50-4579-a704-5c29ddf9df57.m4v,video,,,,,A,user-assigned,user-provided filename hint: 19_DIC.m4v,A/A_061.m4v,19_DIC.m4v
A_062.m4v,d6f997e4-5409-4786-af79-019e657926a6.m4v,/Users/Daniel/Downloads/Foto di iCloud/d6f997e4-5409-4786-af79-019e657926a6.mp4,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/d6f997e4-5409-4786-af79-019e657926a6.m4v,video,,,,,A,user-assigned,user-provided filename hint: 20_DIC.m4v,A/A_062.m4v,20_DIC.m4v
A_063.jpg,IMG_6882.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_6882.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_6882.jpg,image,2025-12-20T20:31:11,,43.653614,-79.379303,A,high,embedded EXIF capture date; GPS present,A/A_063.jpg,
A_064.jpg,IMG_6891.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_6891.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_6891.jpg,image,2025-12-21T13:36:29,,43.642033,-79.381517,A,high,embedded EXIF capture date; GPS present,A/A_064.jpg,
A_065.jpg,IMG_2063.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_2063.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2063.jpg,image,2025-12-23T21:48:28,,43.642022,-79.381538,A,high,embedded EXIF capture date; GPS present,A/A_065.jpg,
A_066.jpg,IMG_7032.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_7032.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_7032.jpg,image,2025-12-24T02:49:39,,43.642147,-79.381517,A,high,embedded EXIF capture date; GPS present,A/A_066.jpg,
A_067.jpg,IMG_2088.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_2088.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2088.jpg,image,2025-12-24T11:20:32,,43.64188,-79.381562,A,high,embedded EXIF capture date; GPS present,A/A_067.jpg,
B_001.jpg,754dec41-1fe1-46db-b508-d471b66fdc52.jpg,/Users/Daniel/Downloads/Foto di iCloud/754dec41-1fe1-46db-b508-d471b66fdc52.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/754dec41-1fe1-46db-b508-d471b66fdc52.jpg,image,,,,,B,user-assigned,user-provided filename hint: 25_DICE.jpg,B/B_001.jpg,25_DICE.jpg
B_002.jpg,IMG_2295.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_2295.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2295.jpg,image,2025-12-27T13:28:20,,45.363803,10.43212,B,high,embedded EXIF capture date; GPS present,B/B_002.jpg,
B_003.jpg,IMG_7358.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_7358.JPG,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_7358.jpg,image,2025-12-27T19:20:51,,45.439658,10.993728,B,high,embedded EXIF capture date; GPS present,B/B_003.jpg,
B_004.m4v,IMG_2448.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_2448.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2448.m4v,video,2025-12-31T13:16:46,,45.4667,9.1978,B,high,embedded QuickTime creation date; GPS present,B/B_004.m4v,
B_005.m4v,IMG_2483.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_2483.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2483.m4v,video,2025-12-31T13:53:33,,45.4642,9.1899,B,high,embedded QuickTime creation date; GPS present,B/B_005.m4v,
B_006.m4v,IMG_2552.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_2552.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2552.m4v,video,2026-01-02T17:02:35,,41.8916,12.47,B,high,embedded QuickTime creation date; GPS present,B/B_006.m4v,
B_007.m4v,IMG_2556.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_2556.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2556.m4v,video,2026-01-02T17:32:49,,41.8966,12.4744,B,high,embedded QuickTime creation date; GPS present,B/B_007.m4v,
B_008.jpg,IMG_2582.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_2582.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2582.jpg,image,2026-01-02T19:52:17,,41.899995,12.479853,B,high,embedded EXIF capture date; GPS present,B/B_008.jpg,
B_009.m4v,IMG_2591.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_2591.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2591.m4v,video,2026-01-02T19:52:28,,41.9,12.4797,B,high,embedded QuickTime creation date; GPS present,B/B_009.m4v,
B_010.m4v,IMG_2592.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_2592.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2592.m4v,video,2026-01-02T19:52:46,,41.9,12.4799,B,high,embedded QuickTime creation date; GPS present,B/B_010.m4v,
B_011.jpg,IMG_2606.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_2606.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2606.jpg,image,2026-01-02T20:18:35,,41.900683,12.48367,B,high,embedded EXIF capture date; GPS present,B/B_011.jpg,
B_012.m4v,IMG_2653.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_2653.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2653.m4v,video,2026-01-02T21:24:53,,41.8881,12.4777,B,high,embedded QuickTime creation date; GPS present,B/B_012.m4v,
B_013.jpg,IMG_2669.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_2669.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2669.jpg,image,2026-01-02T22:13:41,,41.889275,12.476537,B,high,embedded EXIF capture date; GPS present,B/B_013.jpg,
B_014.jpg,IMG_2701.jpg,/Users/Daniel/Downloads/Foto di iCloud/IMG_2701.HEIC,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2701.jpg,image,2026-01-03T12:04:58,,41.899475,12.46755,B,high,embedded EXIF capture date; GPS present,B/B_014.jpg,
B_015.m4v,IMG_2745.m4v,/Users/Daniel/Downloads/Foto di iCloud/IMG_2745.MOV,/Users/Daniel/Downloads/ANNIVERSARY_2026/compressed_all/set1/IMG_2745.m4v,video,2026-01-03T15:58:57,,41.9057,12.4706,B,high,embedded QuickTime creation date; GPS present,B/B_015.m4v,
